Stn,Datum,Tg,qTg,Tn,qTn,Tx,qTx
87,15,69,47,13,1,38,62
48,22,90,46,32,36,32,88
43,93,57,24,86,71,78,30
61,71,4,29,85,76,89,25
100,50,100,78,70,48,16,66
100,10,4,52,74,65,11,11
64,61,72,22,47,59,31,14
67,48,78,93,14,27,53,91
93,99,26,68,26,67,95,18
13,71,87,58,62,0,18,99
88,55,25,46,92,54,32,4
9,35,88,8,55,35,71,89
76,1,32,10,42,76,11,93
85,45,55,52,22,66,94,55
85,54,11,19,30,75,52,50
68,52,66,44,52,40,68,71
58,95,19,56,72,53,48,15
42,88,94,54,16,21,54,54
8,8,29,67,51,23,40,23
13,18,84,81,7,24,9,51
4,13,85,35,30,7,46,90
88,4,47,12,99,17,0,23
34,86,53,15,26,40,19,12
41,69,22,40,65,69,36,66
62,13,5,54,24,85,82,26
25,51,10,34,43,35,64,95
39,65,29,38,46,48,58,52
89,86,13,86,45,26,5,87
65,75,34,100,56,100,64,59
21,83,47,61,68,97,92,85
3,26,1,0,7,21,3,67
57,92,45,79,19,31,47,95
25,63,22,64,80,68,2,83
98,29,76,82,65,10,49,29
32,44,66,28,83,86,62,9
88,9,87,94,39,59,8,31
56,67,11,42,37,2,35,26
20,82,25,28,96,49,75,99
51,76,28,94,5,61,33,59
14,92,94,8,87,5,4,95
8,52,74,84,64,26,16,3
59,41,63,78,61,22,52,30
37,10,87,40,66,79,53,45
86,0,86,51,54,16,1,33
75,99,51,97,89,58,69,13
28,67,47,48,95,28,22,18
68,96,66,91,44,92,56,16
45,94,99,34,48,99,40,4
56,34,86,39,89,99,91,48
12,4,79,40,89,82,68,25
37,90,45,41,7,75,13,58
91,22,17,78,87,69,80,27
33,20,77,83,22,84,53,90
56,75,20,98,53,45,38,18
44,32,15,36,79,77,13,37
45,45,16,14,14,73,45,61
14,49,83,61,28,91,31,3
24,45,13,10,29,60,65,3
79,2,85,75,26,68,66,73
98,63,18,29,82,33,87,99
41,7,76,32,27,32,82,73
20,57,38,94,48,99,4,43
30,11,48,100,21,49,97,16
45,41,24,24,34,8,53,97
95,0,32,54,33,12,100,53
64,59,51,30,76,94,69,47
14,65,9,39,67,63,18,19
80,34,93,1,76,18,5,94
8,94,47,3,94,77,97,19
39,99,82,62,32,89,64,65
33,67,74,32,67,29,8,54
80,69,57,78,11,59,20,7
60,18,47,20,18,88,77,79
52,81,81,39,57,49,37,16
76,57,70,94,94,32,85,87
34,99,65,1,92,30,31,31
1,29,20,69,30,98,95,84
60,87,91,80,15,92,75,13
76,54,93,24,1,77,48,80
55,69,3,31,51,87,10,17
68,91,77,9,1,60,30,63
25,96,8,80,100,67,61,15
38,12,57,67,4,56,5,52
29,31,47,38,86,59,9,75
95,38,0,93,38,19,53,36
54,53,42,1,4,54,82,5
24,77,89,19,41,12,21,36
87,1,22,39,11,22,28,49
97,28,18,36,42,92,56,22
27,84,55,100,82,78,40,95
3,83,80,24,22,14,7,44
48,98,81,55,44,14,12,98
96,57,31,29,39,40,51,64
97,60,46,23,37,34,69,37
45,4,13,99,83,17,81,1
68,38,97,1,74,88,82,32
55,60,53,17,94,76,41,49
37,21,71,65,22,50,29,6
41,80,52,14,63,3,61,41
15,64,67,0,60,13,96,97
66,98,54,60,76,6,63,67
4,71,90,81,83,86,48,49
84,16,49,1,68,1,22,23
44,54,28,71,88,5,82,2
35,62,28,59,89,26,6,1
34,78,28,3,38,38,33,33
83,39,82,50,30,8,94,46
41,53,14,47,67,27,7,63
18,44,22,19,68,24,0,16
61,3,55,50,73,35,66,72
12,99,35,62,81,100,42,34
74,89,76,27,90,18,18,34
39,21,49,46,26,64,68,47
76,72,73,31,83,29,0,32
53,81,18,43,81,96,23,60
38,81,49,60,74,2,28,45
5,30,10,100,6,20,23,17
66,59,23,45,37,89,22,35
62,51,80,91,3,71,14,61
54,3,50,25,73,74,7,27
6,55,45,0,52,65,23,59
86,31,33,0,95,25,45,98
6,70,19,59,84,14,84,18
88,11,81,16,63,59,4,88
1,35,79,98,64,36,41,3
10,67,59,37,1,70,80,93
48,89,43,83,28,46,100,91
5,35,3,34,30,93,2,43
90,4,36,77,17,39,22,44
96,64,51,9,69,83,70,63
75,33,36,18,0,85,10,39
5,51,61,33,28,15,1,17
10,99,74,78,77,27,86,65
22,11,26,68,24,27,30,89
91,94,66,46,79,65,71,85
38,59,25,38,81,51,49,62
3,28,57,5,8,32,77,56
62,90,34,3,16,43,74,98
20,95,63,63,48,10,1,60
31,29,9,45,24,42,11,5
92,7,13,51,74,86,46,85
48,42,53,80,56,52,24,7
46,52,90,0,34,74,27,80
42,54,52,86,22,15,100,40
50,61,9,48,71,79,68,76
61,44,97,36,93,82,73,67
44,90,42,95,2,48,25,24
48,76,99,36,90,0,62,70
42,16,59,5,76,99,60,10
8,13,43,28,56,52,14,0
43,42,8,62,46,92,8,10
69,17,25,57,55,71,34,93
35,40,49,81,14,26,17,18
7,90,40,42,77,52,75,9
89,58,5,18,70,41,20,46
78,37,57,77,85,34,27,23
27,7,65,11,17,31,20,49
38,7,20,63,67,18,39,10
16,2,33,25,40,80,53,57
13,75,60,31,18,55,28,70
49,6,88,68,18,16,49,44
62,39,31,5,64,99,11,21
41,83,76,89,8,81,27,90
73,66,88,49,82,4,69,44
63,61,59,80,10,83,52,27
8,51,77,54,71,37,10,34
66,6,44,76,41,63,11,78
2,29,100,17,11,79,100,38
21,78,2,3,41,66,23,67
15,15,40,82,44,79,12,97
75,28,34,29,48,33,15,72
84,64,76,93,26,19,65,5
98,19,56,75,64,47,41,90
0,75,5,92,7,30,39,7
44,49,20,12,70,63,39,100
88,21,0,89,2,98,29,89
35,61,89,45,99,14,90,51
4,97,26,35,57,36,38,3
54,83,61,69,28,64,21,99
14,91,37,16,47,21,75,32
0,57,12,1,95,5,49,16
19,79,19,58,0,67,22,64
94,71,33,44,59,30,6,45
88,44,20,93,26,48,27,27
32,35,73,65,10,14,74,79
81,39,71,60,20,18,87,31
80,54,13,67,51,85,93,98
10,6,14,53,96,86,63,49
83,87,84,88,44,94,51,54
99,73,50,58,26,45,97,47
58,26,97,4,95,15,47,77
49,23,36,21,83,46,65,17
51,19,98,43,18,15,29,2
80,73,60,2,36,1,25,79
81,88,100,12,83,41,35,43
95,61,6,78,46,12,11,3
56,72,4,96,60,67,94,7
36,8,8,29,17,60,45,55
35,0,85,84,52,95,88,50
63,96,54,73,17,19,21,98
68,18,64,98,31,69,80,98
23,22,3,6,89,22,72,61
80,63,36,79,80,30,19,85
53,48,17,49,62,86,45,9
65,13,54,98,99,22,19,33
15,2,31,90,3,62,48,69
79,74,7,51,84,15,99,31
91,37,24,71,50,7,0,22
47,96,89,89,22,99,2,75
40,23,31,15,55,83,20,22
97,58,65,97,39,14,19,58
73,25,1,54,7,37,66,73
13,56,25,44,59,92,58,76
64,45,0,98,70,77,37,4
80,36,79,22,90,94,59,22
63,24,72,44,29,6,65,92
47,68,50,7,81,2,91,34
3,25,32,83,47,97,34,72
73,10,82,28,99,70,37,89
54,73,44,73,17,31,27,45
68,94,40,69,83,92,100,36
0,83,70,28,91,91,31,18
86,81,61,51,89,7,81,59
12,0,52,12,35,63,46,28
22,27,86,8,61,55,8,83
31,25,100,45,87,89,44,99
43,49,8,84,32,67,0,96
56,37,20,74,12,54,8,45
63,28,9,59,32,72,36,24
3,97,57,39,65,67,35,47
12,54,94,17,9,40,88,95
42,70,56,55,42,21,30,43
42,36,60,74,6,1,33,42
20,59,82,99,10,93,93,8
62,47,35,58,55,24,55,78
51,44,55,22,24,80,46,60
20,50,31,25,82,67,47,86
56,71,52,29,15,11,20,45
54,30,67,89,2,49,85,98
43,13,96,96,34,38,34,44
38,96,20,18,47,65,73,88
85,97,86,44,2,82,21,50
57,90,73,89,84,19,46,2
18,54,99,26,10,6,85,5
72,53,69,83,16,17,66,71
65,83,48,27,79,25,53,58
17,70,79,14,88,70,4,29
72,35,66,75,11,33,55,58
86,10,0,46,1,41,46,0
100,18,44,70,29,97,64,9
52,84,22,8,85,71,69,71
50,80,47,87,10,53,48,70
76,50,34,17,87,97,65,89
32,21,76,61,70,98,10,39
99,78,82,89,69,0,6,83
43,37,72,94,75,12,100,84
5,31,100,57,66,74,28,43
59,62,10,44,43,74,82,57
29,70,75,0,97,3,38,70
78,20,67,43,83,84,46,33
80,7,57,69,54,50,44,44
96,12,17,100,7,79,85,68
0,88,98,73,70,36,10,57
40,47,92,5,91,74,39,65
27,35,59,27,22,52,82,52
83,65,13,0,54,80,43,15
86,69,14,73,40,54,35,65
77,67,41,72,99,97,49,82
65,89,35,93,30,0,59,63
11,38,55,95,53,92,0,85
58,80,78,99,54,98,25,86
19,40,60,84,31,18,31,72
61,100,12,8,43,99,90,82
9,26,99,7,58,16,96,66
30,59,30,58,37,40,29,97
75,32,70,46,17,47,35,91
67,64,99,53,93,61,73,65
73,92,47,22,67,42,79,46
12,58,76,5,55,97,18,65
43,63,16,99,2,76,8,89
29,21,85,18,89,61,34,37
52,8,5,22,85,42,42,55
82,49,61,53,32,56,87,61
3,14,90,27,19,27,19,49
92,22,90,57,96,16,86,19
99,99,76,87,72,10,87,84
20,21,18,76,38,21,19,72
99,53,22,70,18,50,17,32
34,8,38,81,42,93,30,83
55,58,7,12,90,15,42,99
16,38,79,67,95,43,89,72
48,87,73,99,13,92,48,26
51,6,22,7,48,0,73,86
2,66,46,74,90,19,96,71
71,85,69,22,68,62,99,24
3,55,33,71,68,66,91,20
11,88,94,39,50,80,79,75
94,79,83,55,19,11,91,9
40,74,82,65,92,61,65,92
70,31,40,3,87,77,14,29
42,58,95,84,16,69,73,97
55,17,85,100,24,9,54,100
53,87,52,65,44,93,99,9
57,51,30,45,20,11,77,99
92,75,85,50,92,99,38,2
46,85,65,88,48,53,69,25
62,8,35,13,19,98,73,68
68,1,66,15,12,15,86,99
44,0,17,22,85,67,6,94
91,47,76,40,9,58,64,11
76,8,77,3,22,58,42,22
30,66,24,63,87,19,36,65
51,19,32,37,58,11,97,97
16,53,31,76,100,1,41,56
75,98,74,52,20,18,36,46
47,97,78,4,26,20,53,82
66,95,33,98,96,14,4,73
62,15,50,100,61,22,16,74
58,64,85,11,74,43,66,69
36,19,66,43,68,98,59,85
30,63,86,36,30,29,39,38
44,42,12,19,96,25,49,73
82,3,23,57,90,57,5,94
100,19,34,48,69,94,69,27
41,32,55,44,80,80,9,32
77,48,24,67,72,84,79,40
79,65,77,7,25,46,96,90
41,30,43,23,80,7,3,19
27,1,27,18,19,64,91,63
18,31,47,63,81,68,16,68
30,60,17,80,31,34,24,66
47,8,100,12,37,81,63,23
15,42,59,0,35,51,47,47
62,5,53,59,77,61,79,80
34,16,83,70,61,79,55,24
25,24,29,85,79,54,83,31
1,68,81,54,71,25,95,47
94,49,2,41,27,83,76,75
80,31,44,95,4,79,98,1
83,19,61,66,8,15,8,7
99,46,78,36,65,26,9,45
82,33,11,45,50,85,51,83
6,69,39,89,62,51,13,83
91,32,92,20,22,34,60,81
78,69,12,25,75,41,27,23
44,47,35,27,0,33,91,35
42,45,42,95,100,8,12,43
14,3,81,42,44,77,66,37
74,54,18,73,61,5,92,58
83,56,40,14,2,98,31,98
35,29,96,93,39,86,89,70
80,80,65,36,44,25,13,48
12,15,79,0,27,1,53,18
88,16,47,79,59,69,71,99
27,67,53,17,51,95,55,66
93,41,73,61,35,9,77,1
2,39,52,90,56,63,50,78
95,9,79,49,79,17,67,25
31,59,83,3,12,36,87,99
99,43,55,63,77,53,65,10
56,78,6,30,5,24,40,54
51,7,95,28,36,28,27,19
39,77,96,88,14,30,45,90
44,60,45,21,10,7,64,12
1,63,81,91,33,4,30,86
86,29,54,63,35,26,100,99
85,67,100,72,64,10,45,42
60,46,100,37,8,32,63,9
84,18,60,43,45,59,48,81
68,37,95,88,16,71,58,55
0,9,75,48,85,97,100,44
9,39,69,3,54,90,30,43
9,1,7,51,79,40,64,51
88,82,15,48,4,34,71,88
53,26,10,96,90,18,21,28
34,97,61,66,81,14,64,82
44,99,70,5,70,76,95,28
99,74,92,86,70,25,35,45
80,57,36,45,57,13,52,90
60,1,100,78,11,18,39,22
3,15,31,46,40,18,73,1
25,81,86,88,37,22,65,63
80,91,33,42,84,2,30,71
25,45,37,12,41,80,25,85
21,60,92,67,46,4,48,64
85,11,10,7,69,70,20,8
62,100,75,58,28,12,41,95
9,60,64,34,16,69,13,47
19,52,57,19,44,24,87,39
36,96,87,79,40,37,34,46
41,62,56,69,72,27,6,69
100,82,17,4,100,40,38,1
47,45,31,48,33,11,10,50
51,82,44,90,81,25,44,37
62,55,35,97,63,12,88,69
13,22,22,58,29,24,77,97
73,42,22,41,29,26,10,34
69,37,60,62,72,40,61,83
85,48,98,95,23,11,44,0
47,93,85,61,86,71,14,13
22,35,96,42,19,9,86,44
97,48,22,54,41,28,76,46
9,77,93,30,89,81,74,26
15,46,46,31,61,52,97,97
81,47,15,32,100,14,63,55
47,25,99,88,27,54,46,67
86,34,15,100,13,100,44,87
89,71,93,1,6,29,33,60
96,30,18,24,23,49,71,63
65,60,87,19,52,35,5,76
39,78,39,46,100,40,30,60
40,48,30,89,20,8,100,79
4,69,8,40,84,86,74,79
9,53,11,38,46,47,41,11
83,44,93,2,70,87,34,98
18,58,97,28,81,42,99,77
27,34,30,44,2,25,30,97
13,66,58,88,9,97,25,96
17,10,68,62,69,82,14,37
30,90,40,68,97,74,5,21
1,99,33,55,7,61,43,43
82,4,17,6,96,90,7,4
53,11,0,39,66,89,78,30
98,97,54,40,32,1,15,72
65,8,54,36,16,94,45,59
4,95,32,14,51,26,55,19
21,0,85,77,7,19,21,78
1,81,16,23,64,78,93,99
75,35,43,59,88,10,18,24
13,41,30,25,91,85,51,51
91,84,86,63,34,92,88,14
43,77,56,14,52,15,58,43
23,78,32,74,40,77,53,40
11,50,78,4,51,18,92,77
24,48,50,30,63,8,7,11
73,96,71,79,14,73,16,70
75,48,84,66,12,42,81,9
6,34,75,16,78,26,56,46
87,68,31,62,54,72,39,13
80,13,23,80,48,8,47,42
30,45,13,88,94,40,65,52
15,67,8,2,64,44,65,86
65,11,87,6,17,2,28,27
39,77,26,97,81,81,36,83
5,15,48,31,40,88,27,70
35,18,23,94,95,18,18,41
92,7,28,3,2,51,47,88
7,63,13,2,34,79,7,40
92,31,94,88,96,75,23,57
22,23,98,26,69,44,74,47
13,29,89,2,84,35,12,90
62,66,63,84,48,43,48,65
82,86,78,73,98,84,29,45
71,92,94,44,37,47,7,98
29,21,100,48,24,97,68,37
29,64,74,55,77,39,2,65
47,64,3,6,90,43,56,89
40,37,54,62,65,28,12,27
61,66,21,51,82,12,68,84
64,41,3,59,74,63,89,93
7,38,100,30,79,86,76,85
88,93,24,83,45,18,90,11
92,70,30,98,11,85,51,70
91,89,4,52,3,69,6,83
27,98,99,52,32,40,38,19
94,47,56,64,85,86,72,33
70,1,6,17,70,40,11,72
35,0,20,96,40,96,56,64
46,63,16,55,87,2,67,77
3,88,81,16,27,11,4,26
73,32,69,51,17,74,81,44
23,50,79,92,88,86,44,39
74,80,35,67,9,22,35,0
26,68,80,84,23,87,34,79
84,68,56,82,16,0,88,84
13,60,60,5,43,67,67,97
82,9,54,5,13,86,69,69
84,10,86,50,51,99,21,26
22,28,14,7,3,50,81,63
79,16,12,17,43,9,78,78
60,0,80,14,50,44,59,41
76,7,11,40,87,42,75,41
26,42,37,66,32,30,66,49
17,65,38,76,27,34,3,0
83,56,13,57,26,88,27,98
43,12,98,21,7,55,65,23
38,93,48,61,80,71,47,81
43,6,38,10,13,68,28,42
77,62,24,44,100,97,52,3
11,94,78,65,2,50,42,42
41,21,7,50,54,68,18,30
20,78,21,27,89,72,71,47
77,26,74,91,31,67,100,53
61,43,95,92,11,96,51,58
6,0,96,64,47,8,92,13
17,86,23,71,66,10,46,61
68,12,82,22,36,37,66,40
61,89,70,11,56,40,89,86
86,47,68,69,3,82,47,12
27,1,25,84,57,85,91,34
95,2,85,92,26,75,99,99
85,48,62,45,73,10,80,51
83,62,77,52,35,60,56,51
8,96,79,80,54,14,83,46
37,28,22,99,21,45,0,10
6,69,48,78,53,94,94,87
10,5,20,11,8,49,15,87
47,98,94,88,93,15,35,76
68,13,86,12,4,96,32,3
27,94,10,93,18,91,33,30
81,95,59,96,38,79,75,64
77,45,81,11,51,63,51,36
31,62,38,61,23,4,46,7
47,76,20,90,88,13,7,99
61,96,36,46,91,17,52,7
97,40,42,80,16,66,83,19
87,14,50,60,34,36,11,28
28,77,38,20,27,28,70,40
48,81,1,7,74,18,13,62
56,86,47,17,60,66,5,87
10,97,54,68,19,54,24,81
34,10,47,28,40,71,75,87
68,79,14,59,74,38,12,85
28,72,55,10,35,9,52,43
36,37,55,57,58,83,15,83
54,70,78,83,87,24,3,23
0,68,53,83,4,21,1,64
82,16,65,84,14,46,98,6
59,22,69,92,80,60,58,7
85,38,69,5,61,72,79,87
6,11,41,71,33,17,16,88
64,94,21,40,10,31,6,55
97,89,92,55,67,96,79,5
79,14,22,8,65,55,76,74
26,12,62,79,76,9,91,57
19,79,92,38,95,16,15,20
99,14,49,83,8,33,14,83
59,26,54,70,68,87,31,99
100,35,17,73,33,68,49,48
2,13,64,81,78,71,30,56
5,50,56,53,9,24,24,36
66,98,28,90,24,86,56,75
88,4,37,43,86,18,74,26
63,27,43,41,65,49,77,8
43,81,52,11,92,82,7,87
72,49,28,47,98,81,70,92
87,74,66,13,16,46,74,27
79,9,94,50,1,90,20,25
21,50,56,13,17,78,64,56
29,91,29,74,66,89,58,44
90,87,63,45,58,5,64,39
60,95,5,50,58,68,47,58
92,95,38,86,44,0,3,93
93,66,30,68,98,6,71,0
42,82,52,23,17,63,96,57
7,99,59,83,19,94,57,77
94,41,58,21,24,95,63,32
57,96,61,23,70,95,92,93
15,49,63,46,88,6,37,91
67,43,35,33,48,48,3,92
69,89,30,34,85,25,92,84
79,96,97,42,26,13,7,30
7,15,25,58,66,76,100,7
27,58,94,42,93,53,63,64
97,26,89,68,30,93,86,98
39,53,55,96,25,92,39,21
44,11,72,20,67,90,11,49
48,94,34,70,68,77,72,13
67,17,87,13,99,43,70,71
24,63,81,5,53,94,52,20
20,4,30,61,85,67,64,33
27,83,33,49,58,14,48,15
79,36,65,90,41,4,17,66
22,49,35,53,11,16,38,19
89,73,24,35,90,88,50,95
86,63,26,46,14,56,11,84
51,4,19,35,14,79,36,56
13,1,9,1,89,88,29,7
75,26,27,33,69,49,30,36
26,91,73,73,33,80,40,54
8,3,90,64,11,46,7,77
73,54,41,22,68,46,75,10
91,11,86,18,83,20,30,7
11,73,55,45,13,50,90,29
7,89,88,86,33,77,94,80
19,52,22,89,18,28,72,28
56,78,64,14,91,97,45,44
44,54,17,81,49,52,46,64
59,27,49,13,20,52,28,34
38,6,31,74,65,15,17,20
27,71,66,88,43,91,91,94
80,22,85,92,94,67,78,40
21,44,27,83,68,51,100,55
33,19,30,49,93,1,49,44
40,6,74,91,72,54,20,79
26,54,34,10,4,32,10,28
2,14,18,28,84,29,3,6
32,95,69,93,88,89,64,72
52,41,93,95,58,13,92,69
28,8,26,24,85,72,69,47
27,2,22,97,36,7,13,16
33,69,22,58,6,64,46,52
92,30,67,13,99,0,41,62
43,66,7,78,58,0,56,66
88,85,63,53,13,35,17,91
36,74,38,25,35,94,40,83
50,42,21,5,4,95,84,69
46,20,85,55,41,0,30,31
33,83,80,42,5,18,94,63
27,54,2,76,35,74,21,11
6,39,5,41,21,9,23,6
11,66,31,32,43,17,94,3
9,70,33,66,97,11,66,87
28,41,69,66,51,42,56,55
78,55,92,51,35,61,13,6
35,85,85,76,12,9,92,87
26,98,82,39,76,14,6,73
9,48,37,82,13,83,26,29
28,3,70,60,83,54,94,77
98,9,39,72,76,37,32,15
66,26,68,0,41,1,22,72
76,11,90,19,31,87,92,69
94,100,27,88,58,73,31,69
53,11,32,65,76,3,92,55
7,9,75,85,64,75,72,12
96,47,45,13,74,97,7,86
30,66,48,35,89,1,5,64
57,91,22,32,45,70,75,100
83,56,9,40,15,11,69,2
85,72,39,58,100,86,36,67
11,86,93,63,18,23,2,59
63,43,67,50,69,74,19,69
84,68,72,10,2,54,31,99
21,99,34,64,5,31,72,30
66,80,91,53,83,31,25,82
13,14,62,35,1,37,8,36
10,29,30,50,2,56,92,74
80,52,33,96,55,19,61,88
77,37,30,94,74,12,56,60
60,90,20,34,2,78,52,83
0,68,50,14,7,63,12,12
88,47,61,82,95,42,90,88
87,83,83,57,51,72,71,57
17,41,58,46,87,93,28,18
18,4,89,17,46,95,54,22
13,46,44,6,78,56,34,87
79,69,62,54,19,43,90,7
60,10,80,68,16,4,18,50
64,38,48,72,17,96,42,58
51,12,77,29,91,77,53,65
68,65,68,11,62,62,25,12
33,55,17,36,100,18,9,13
24,43,66,32,21,61,19,15
99,13,17,96,44,5,60,85
20,96,78,43,82,47,100,40
67,91,81,26,59,64,98,8
29,81,93,28,36,41,20,50
61,11,35,26,6,72,1,57
86,66,18,90,49,85,92,45
12,70,32,34,80,39,59,36
98,5,56,14,44,78,42,31
79,72,2,54,26,13,41,63
55,32,75,25,53,5,77,80
23,26,31,82,27,26,48,19
79,86,70,51,42,76,26,60
73,68,42,21,3,56,62,66
82,74,75,66,62,14,96,14
95,43,34,38,36,12,35,72
21,71,40,58,94,31,91,64
95,99,99,87,18,75,77,81
56,58,36,92,5,88,72,59
73,49,76,53,39,28,33,16
94,66,97,30,9,33,91,93
66,37,59,90,51,92,71,18
4,90,93,61,73,25,65,13
98,40,48,32,92,76,15,34
55,87,47,85,97,22,60,39
83,5,34,100,96,56,94,67
83,79,71,92,38,100,80,32
1,100,77,95,85,14,29,69
97,56,13,43,12,61,31,25
6,4,72,83,66,4,27,97
90,95,19,58,50,53,94,83
0,23,82,9,88,49,29,83
41,16,42,29,11,38,37,78
92,97,34,14,4,10,83,14
57,23,92,10,39,7,34,62
38,39,62,100,13,94,87,75
20,35,84,46,92,24,55,71
99,37,68,9,80,36,30,56
7,5,4,52,39,57,87,85
22,32,86,81,82,99,61,58
67,69,34,82,92,92,16,58
2,15,82,25,27,43,69,18
98,82,88,22,49,13,71,59
52,19,19,77,2,85,86,38
81,93,48,59,64,10,62,88
77,40,18,11,61,30,10,69
64,66,74,39,0,7,6,2
62,13,100,17,92,42,76,47
59,56,37,7,25,61,18,7
57,58,45,72,38,56,44,88
93,58,97,60,100,79,0,6
56,74,26,93,13,100,9,56
78,68,78,93,79,75,26,21
100,62,57,14,32,46,67,100
86,82,67,77,40,40,84,69
53,95,83,97,92,99,34,72
100,56,0,28,3,100,38,86
48,13,19,16,5,43,53,99
13,16,8,94,72,21,30,58
58,83,18,15,20,62,20,76
73,65,93,54,71,15,88,45
11,14,2,30,18,83,15,72
39,37,49,90,64,30,86,80
75,33,14,32,22,89,57,20
39,78,48,66,56,65,32,71
8,91,62,58,4,64,56,36
32,96,23,39,55,6,92,14
48,93,62,17,5,85,58,96
75,12,5,66,94,86,99,34
0,6,12,55,38,95,40,99
41,62,45,32,71,50,75,90
89,32,62,45,57,5,60,92
37,79,20,24,23,30,88,62
8,48,27,39,58,85,2,13
32,55,75,8,11,67,96,54
24,13,52,37,11,68,75,34
75,63,56,14,34,79,50,98
62,12,93,64,0,88,98,92
15,81,16,93,81,24,16,68
41,33,77,98,11,11,20,9
14,4,88,67,63,100,56,2
79,49,99,79,90,9,88,17
20,65,40,42,73,94,26,26
64,43,98,57,85,90,38,22
78,64,66,9,66,0,28,73
33,11,69,85,100,54,12,83
9,92,90,15,43,42,37,60
81,67,14,47,38,38,0,49
90,8,8,97,51,68,15,37
55,83,52,8,30,69,82,84
81,20,35,46,94,41,76,62
17,63,85,53,4,97,59,96
28,1,83,76,1,13,73,60
8,42,94,4,18,77,97,12
95,50,95,57,66,11,13,60
29,57,89,24,70,90,48,6
31,85,45,62,3,46,87,76
4,73,36,1,31,0,72,23
47,94,49,58,61,54,76,37
70,7,17,54,8,62,63,13
74,6,45,94,54,34,11,59
66,98,91,69,11,74,14,81
9,71,83,51,56,38,91,38
52,68,24,79,85,35,33,42
33,6,78,5,1,99,79,93
6,76,67,40,32,31,39,42
57,22,6,30,91,23,90,42
51,54,75,100,4,0,66,4
16,70,28,58,0,6,39,93
81,15,69,27,88,7,63,29
66,13,73,40,94,82,91,88
43,1,68,49,46,77,3,88
54,55,2,33,14,63,56,22
19,36,14,48,73,33,57,84
57,48,53,5,79,80,81,94
78,33,7,16,73,90,94,8
94,14,94,29,79,36,44,51
50,72,23,66,89,38,43,33
77,78,66,68,23,85,48,87
58,27,25,9,81,97,60,59
61,3,21,49,79,14,44,22
23,99,89,43,54,68,1,65
45,98,55,47,20,54,55,82
12,86,30,96,16,97,58,46
6,92,95,49,24,29,99,36
38,7,54,13,70,56,13,92
76,81,20,23,93,86,23,86
90,9,88,68,55,41,86,18
14,97,15,0,71,86,30,99
93,50,23,2,100,98,42,56
19,3,5,68,100,95,80,95
98,16,98,29,3,75,77,90
66,71,16,59,76,71,80,58
18,27,36,63,39,50,40,25
36,65,67,62,1,39,82,55
14,30,65,19,12,76,24,66
12,38,38,55,42,99,89,60
9,27,47,39,89,97,38,67
80,32,36,52,8,39,93,67
29,86,49,41,45,27,50,15
5,13,65,0,65,4,52,26
68,96,27,57,68,56,35,38
15,39,39,29,40,46,98,2
93,82,57,80,54,34,17,54
55,44,48,53,28,4,33,31
48,43,88,93,82,73,20,86
34,31,42,94,23,34,10,65
36,35,87,100,17,97,98,34
67,46,11,92,15,64,89,55
49,47,69,86,58,75,43,99
18,22,28,91,75,57,89,80
31,99,66,71,17,88,1,16
78,98,38,76,66,38,44,37
100,16,73,68,74,2,97,25
83,71,96,36,9,78,92,72
100,75,12,34,37,95,8,14
20,22,67,71,86,87,54,75
61,78,19,37,94,99,84,55
94,19,84,91,50,53,20,52
80,92,82,41,47,43,26,44
69,46,44,49,38,29,60,49
43,14,2,52,79,35,57,66
25,13,64,58,49,75,90,20
58,75,59,32,45,35,15,78
92,46,32,12,19,83,27,83
18,24,26,67,19,86,0,12
27,46,100,51,26,55,27,69
54,16,91,99,23,79,2,24
57,100,28,28,85,63,79,75
8,51,92,70,7,37,12,81
5,84,50,0,73,64,2,2
91,46,18,54,15,90,59,57
48,74,50,47,18,33,57,96
97,3,3,54,38,68,85,77
92,98,66,33,55,67,5,36
93,26,50,92,87,30,66,49
43,15,72,38,99,2,55,19
4,58,2,0,18,36,85,69
62,68,91,3,60,88,66,12
12,51,40,62,21,79,67,25
24,85,53,44,24,82,88,38
27,2,55,10,65,11,52,31
70,48,41,91,92,91,73,11
68,51,62,96,89,68,85,7
30,92,11,39,73,49,83,38
39,92,28,39,90,48,18,29
14,63,51,65,50,24,74,23
57,51,99,77,47,4,70,75
44,78,99,48,46,46,71,3
95,37,64,16,60,6,87,29
6,65,73,66,85,82,52,87
46,15,41,27,26,26,81,8
82,13,17,51,92,28,10,75
57,20,65,61,39,78,28,82
71,18,2,93,17,42,41,7
99,0,27,64,54,51,3,2
85,89,9,37,72,84,89,100
80,64,48,45,2,87,34,20
33,66,76,66,49,16,17,64
99,29,64,51,68,71,40,50
95,61,75,95,35,34,70,47
70,25,91,49,82,78,64,28
22,27,72,28,45,64,45,91
38,92,37,69,29,94,63,5
88,9,51,80,34,23,66,10
54,70,60,64,72,15,4,97
13,85,4,10,73,90,31,14
82,80,71,38,93,28,94,72
15,45,84,26,56,23,89,6
0,2,24,11,15,83,61,95
40,53,84,24,69,72,72,12
97,44,79,21,54,43,34,98
94,51,22,14,66,41,16,17
44,13,56,21,14,24,8,91
9,100,71,45,70,0,31,76
80,50,33,16,33,48,43,63
58,94,70,3,61,98,92,86
14,100,65,47,60,42,100,10
80,9,78,65,16,67,70,2
12,74,76,68,63,94,47,37
8,31,33,73,70,82,51,41
